timestamp,right_leg_Accel_X,right_leg_Accel_Y,right_leg_Accel_Z,right_leg_Gyro_X,right_leg_Gyro_Y,right_leg_Gyro_Z,left_leg_Accel_X,left_leg_Accel_Y,left_leg_Accel_Z,left_leg_Gyro_X,left_leg_Gyro_Y,left_leg_Gyro_Z
17666.348,7.6231,-0.3112,5.5115,-1.2672,-0.4427,-0.5496,10.3166,-0.3735,0.2179,-3.4046,0.8321,0.2672
17756.29,7.592,-0.2801,5.5785,-1.3206,-0.4733,-0.6947,10.3142,-0.3519,0.1939,-3.3969,1.1298,0.4504
17846.177,7.6231,-0.3065,5.4468,-1.4351,-0.7786,-0.6183,10.2687,-0.3232,0.2298,-3.3359,1.1527,0.4275
17966.836,7.6112,-0.2945,5.5234,-1.4656,-0.5878,-0.5649,10.2663,-0.407,0.2538,-3.5496,1.1985,0.4733
18025.765,7.5226,-0.2801,5.6431,-1.374,-0.7099,-0.5038,10.3046,-0.3448,0.1221,-3.2519,1.2214,0.3206
18115.866,7.5776,-0.2298,5.5689,-1.3588,-0.4733,-0.5344,10.3358,-0.2825,0.34,-3.374,0.9008,0.2366
18205.365,7.5633,-0.3591,5.5019,-1.2901,-0.7099,-0.5496,10.3166,-0.3448,0.1676,-3.5191,1.084,0.3893
18296.192,7.6016,-0.2658,5.4899,-1.5344,-0.6031,-0.4198,10.3453,-0.3065,0.1963,-3.2366,1.1985,0.4885
18385.684,7.6303,-0.3519,5.533,-1.1985,-0.4427,-0.4504,10.2544,-0.3831,0.2107,-3.3282,1.0382,0.5344
18477.199,7.6279,-0.2873,5.5641,-1.4198,-0.458,-0.6107,10.2711,-0.395,0.2322,-3.3435,1.0916,0.3206
18566.209,7.5872,-0.2514,5.5426,-1.5191,-0.5649,-0.4122,10.3406,-0.316,0.2035,-3.3969,0.7557,0.3817
18686.287,7.6016,-0.3041,5.5522,-1.229,-0.7099,-0.4885,10.3022,-0.4022,0.3041,-3.2824,1.1832,0.5725
18745.738,7.501,-0.3112,5.4731,-1.5191,-0.5802,-0.4656,10.2783,-0.3496,0.1987,-3.3817,1.1603,0.5038
18866.079,7.6255,-0.3208,5.5809,-1.3969,-0.7023,-0.5344,10.2472,-0.3017,0.146,-3.1145,1.4275,0.4351
18956.231,7.6662,-0.261,5.4755,-1.3969,-0.6336,-0.4427,10.3573,-0.3328,0.1149,-3.5038,1.145,0.4809
19046.278,7.5848,-0.328,5.5282,-1.2748,-0.4962,-0.5954,10.2663,-0.3184,0.17,-3.3206,1.0382,0.3817
19136.53,7.5776,-0.2945,5.4995,-1.5725,-0.5496,-0.3664,10.3238,-0.3519,0.2251,-3.3817,1.1145,0.3206
19225.787,7.6327,-0.2658,5.5426,-1.5038,-0.626,-0.542,10.2831,-0.3807,0.2346,-3.3588,1.2824,0.2443
19315.868,7.5872,-0.3017,5.6575,-1.4962,-0.6183,-0.5725,10.2448,-0.3424,0.1891,-3.2672,1.229,0.5038
19407.205,7.6375,-0.3065,5.6264,-1.3511,-0.7939,-0.4809,10.3573,-0.3112,0.1053,-3.3282,1.4351,0.6031
19496.021,7.6327,-0.2825,5.5091,-1.3664,-0.5725,-0.3282,10.3286,-0.2897,0.2203,-2.9313,0.9313,0.4656
19587.815,7.6375,-0.3639,5.5378,-1.4198,-0.6565,-0.6718,10.3453,-0.3735,0.1604,-3.3893,1.2824,0.2595
19678.554,7.6112,-0.2873,5.6168,-1.458,-0.6794,-0.4809,10.2783,-0.3184,0.1891,-3.2519,0.855,0.4504
19765.529,7.6184,-0.3208,5.624,-1.4504,-0.7405,-0.6183,10.2975,-0.328,0.17,-3.458,1.0992,0.5649
19855.581,7.6758,-0.2945,5.5402,-1.6107,-0.3664,-0.6641,10.2663,-0.3687,0.3304,-3.3435,0.9695,0.2977
19945.922,7.671,-0.2969,5.442,-1.2672,-0.6794,-0.542,10.3214,-0.3735,0.1652,-3.2748,1.4733,0.4198
20066.17,7.6543,-0.2179,5.5545,-1.3588,-0.4656,-0.5344,10.3501,-0.3065,0.2059,-3.1756,1.5191,0.4122
20155.534,7.6375,-0.3519,5.4851,-1.3893,-0.7176,-0.5267,10.1778,-0.328,0.2634,-3.687,0.4733,0.374
20245.092,7.6207,-0.3041,5.5354,-1.2748,-0.4885,-0.4198,10.3453,-0.3352,0.2777,-3.1985,1.0763,0.4885
20335.85,7.5872,-0.3711,5.5857,-1.3969,-0.5496,-0.5191,10.3884,-0.3783,0.1844,-2.9924,1.4275,0.4962
20425.637,7.6567,-0.2634,5.4157,-1.4504,-0.6031,-0.687,10.343,-0.3448,0.3136,-3.5573,-1.1298,0.0229
20515.485,7.6136,-0.3184,5.5665,-1.3206,-0.7023,-0.3893,10.3118,-0.3543,0.2274,-3.313,1.2977,0.3893
20606.986,7.6184,-0.2514,5.5282,-1.4198,-0.6183,-0.542,10.2855,-0.3089,0.2346,-3.3282,1.2672,0.4427
20697.354,7.5585,-0.34,5.5306,-1.374,-0.5573,-0.4198,10.386,-0.4022,0.182,-3.229,1.3282,0.3206
20786.231,7.5824,-0.2753,5.6383,-1.4427,-0.7176,-0.7099,10.3094,-0.3759,0.2586,-3.4046,1.1908,0.5496
20875.653,7.6878,-0.2777,5.4971,-1.313,-0.458,-0.5954,10.2903,-0.3472,0.1604,-3.4198,1.1527,0.4504
20966.164,7.6064,-0.3112,5.6,-1.2672,-0.6107,-0.5344,10.2687,-0.3448,0.2538,-3.2519,1.0,0.313
21055.419,7.6207,-0.328,5.533,-1.3664,-0.6412,-0.4733,10.3334,-0.3472,0.158,-3.2443,0.9008,0.5267
21145.538,7.5657,-0.3089,5.454,-1.3359,-0.3969,-0.7252,10.2903,-0.2801,0.1748,-3.1679,1.2214,0.458
21237.539,7.6303,-0.3567,5.5067,-1.4198,-0.2137,-0.6489,10.3166,-0.328,0.1389,-3.1908,0.9847,0.458
21357.856,7.6088,-0.3232,5.5641,-1.3588,-0.4885,-0.7481,10.3406,-0.3472,0.1317,-3.3206,1.0382,0.4275
21445.31,7.5561,-0.3041,5.5641,-1.3817,-0.5191,-0.5573,10.2448,-0.2993,0.1604,-3.3511,0.9237,0.3282
21536.025,7.6327,-0.2897,5.6264,-1.2977,-0.2366,-0.6336,10.3142,-0.3496,0.1341,-3.0534,1.0,0.4275
21656.006,7.616,-0.2658,5.5641,-1.2977,-0.7176,-0.6718,10.2759,-0.4022,0.091,-3.3969,1.084,0.5267
21715.707,7.6351,-0.2682,5.5378,-1.2214,-0.5191,-0.5802,10.3453,-0.3352,0.1437,-3.2824,1.2443,0.5344
21806.314,7.7165,-0.3208,5.5282,-1.4962,-0.5878,-0.5954,10.2376,-0.407,0.2131,-3.2214,1.1298,0.3588
21895.87,7.6854,-0.2993,5.5905,-1.4122,-0.5725,-0.6031,10.319,-0.3112,0.1293,-3.4656,1.1679,0.4122
21984.623,7.6184,-0.3184,5.545,-1.5573,-0.4427,-0.6031,10.3286,-0.3352,0.1652,-3.4046,1.1908,0.458
22075.025,7.5896,-0.3376,5.4875,-1.3893,-0.4962,-0.4427,10.2759,-0.3208,0.1006,-3.1221,1.0687,0.5115
22165.725,7.5872,-0.34,5.6096,-1.2443,-0.5573,-0.5573,10.3382,-0.2945,0.1556,-3.2748,1.0916,0.5115
22255.56,7.6064,-0.2897,5.43,-1.458,-0.4809,-0.5954,10.3453,-0.3472,0.1915,-3.2443,0.9618,0.5267
22345.385,7.6902,-0.2801,5.5115,-1.3206,-0.8092,-0.5267,10.2855,-0.3328,0.146,-3.3359,1.1603,0.2672
22466.183,7.5944,-0.3256,5.4779,-1.4962,-0.4198,-0.3817,10.3645,-0.3136,0.1867,-3.1603,1.2443,0.4962
22525.399,7.6423,-0.3041,5.545,-1.3282,-0.4962,-0.5115,10.3597,-0.3424,0.182,-3.4351,1.3359,0.4122
22615.798,7.5705,-0.3041,5.5378,-1.3817,-0.4733,-0.542,10.3118,-0.3448,0.2921,-3.1298,1.0229,0.2519
22736.558,7.5681,-0.3065,5.5976,-1.3359,-0.6718,-0.3359,10.3621,-0.3017,0.2011,-3.2366,1.0,0.1985
22826.978,7.6112,-0.2993,5.521,-1.4656,-0.5725,-0.6947,10.2711,-0.2945,0.1987,-3.0687,1.1832,0.3893
22916.92,7.6423,-0.2921,5.5929,-1.3969,-0.6107,-0.687,10.3046,-0.3759,0.2131,-3.1603,1.0,0.374
23007.009,7.5729,-0.3304,5.5545,-1.2595,-0.4198,-0.3588,10.3214,-0.3448,0.1604,-3.4351,1.1221,0.5115
23096.998,7.5346,-0.3112,5.6048,-1.1145,-0.5878,-0.5191,10.343,-0.3304,0.1604,-3.1603,1.2366,0.5802
23187.026,7.6136,-0.3089,5.5809,-1.458,-0.8397,-0.6412,10.2496,-0.3328,0.2203,-3.2977,1.0153,0.313
23274.567,7.6375,-0.328,5.4827,-1.5191,-0.3893,-0.6107,10.2328,-0.2849,0.1532,-3.3664,1.1298,0.229
23365.931,7.5082,-0.2514,5.6024,-1.3969,-0.5191,-0.4046,10.2855,-0.3759,0.2729,-3.2443,0.9084,0.4046
23455.38,7.5824,-0.3208,5.5186,-1.3817,-0.7023,-0.2061,10.3382,-0.3328,0.1077,-3.1756,1.2519,0.5267
23545.073,7.6303,-0.2586,5.5138,-1.4885,-0.5038,-0.542,10.2424,-0.3759,0.2227,-3.2824,0.9008,0.5038
23637.218,7.592,-0.3208,5.7054,-1.3053,-0.4656,-0.687,10.3597,-0.3639,0.1556,-3.3893,1.0763,0.5115
23726.889,7.5944,-0.2011,5.5809,-1.4275,-0.5038,-0.542,10.398,-0.3472,0.158,-3.1756,1.2061,0.5038
23816.738,7.6327,-0.3112,5.521,-1.3893,-0.6183,-0.6183,10.3142,-0.3807,0.1508,-3.4962,1.0992,0.1908
23905.308,7.6207,-0.2729,5.545,-1.4275,-0.4427,-0.4198,10.343,-0.2705,0.1987,-3.3817,0.9389,0.4656
24025.096,7.6088,-0.3879,5.5402,-1.3588,-0.771,-0.5191,10.2304,-0.3304,0.328,-3.0382,1.084,0.3664
24115.299,7.5585,-0.2753,5.5617,-1.4275,-0.4122,-0.4809,10.3549,-0.4357,0.1796,-3.3435,1.2061,0.3969
24205.31,7.592,-0.261,5.4684,-1.2672,-0.6107,-0.3511,10.2783,-0.3136,0.1652,-3.5649,1.3282,0.4427
24295.747,7.671,-0.2873,5.6264,-1.2748,-0.5191,-0.5191,10.2256,-0.2562,0.2083,-3.3282,1.1069,0.3435
24385.292,7.6279,-0.2251,5.5138,-1.4504,-0.5191,-0.6565,10.3382,-0.3639,0.1604,-3.2672,1.1679,0.313
24475.143,7.6998,-0.3352,5.442,-1.5267,-0.3206,-0.5191,10.2903,-0.328,0.2346,-3.2214,1.1374,0.4275
24566.267,7.6016,-0.2322,5.4229,-1.4885,-0.6183,-0.8244,10.2903,-0.3184,0.2011,-3.3359,1.0687,0.6183
24655.119,7.6375,-0.3352,5.4755,-1.3359,-0.5725,-0.5649,10.3382,-0.3256,0.2298,-3.4809,1.1527,0.4962
24745.725,7.6375,-0.2705,5.5857,-1.2901,-0.5115,-0.4885,10.2783,-0.3998,0.1939,-3.2214,1.458,0.4962
24835.619,7.6591,-0.2897,5.5976,-1.3893,-0.5725,-0.6183,10.3358,-0.3879,0.1796,-3.1069,1.2519,0.3817
24925.386,7.5872,-0.2873,5.5498,-1.4885,-0.7939,-0.4275,10.331,-0.3615,0.2059,-3.2901,1.0458,0.3969
25015.265,7.5393,-0.3591,5.5569,-1.1756,-0.5038,-0.5954,10.3046,-0.3496,0.2035,-3.2595,0.9313,0.4046
25105.309,7.5992,-0.249,5.6336,-1.3664,-0.4733,-0.458,10.2759,-0.3352,0.1413,-3.3588,0.7939,0.3969
25195.948,7.6423,-0.316,5.4444,-1.3359,-0.6947,-0.4351,10.343,-0.3591,0.1796,-3.3359,1.3435,0.313
25315.805,7.6064,-0.3519,5.4971,-1.4427,-0.5115,-0.5725,10.3118,-0.2418,0.1532,-3.374,1.2824,0.5649
25404.257,7.5657,-0.3567,5.5354,-1.5191,-0.6947,-0.5496,10.3382,-0.4022,0.2155,-3.2748,1.229,0.4275
25495.531,7.6255,-0.2442,5.5785,-1.1985,-0.5954,-0.458,10.3549,-0.3735,0.2466,-3.3511,1.0458,0.3511
25585.15,7.5992,-0.3065,5.4684,-1.3435,-0.771,-0.4122,10.2687,-0.2897,0.2227,-3.2748,0.9389,0.4275
25676.036,7.5992,-0.3232,5.5522,-1.3969,-0.4962,-0.6031,10.3238,-0.3376,0.17,-3.2595,1.0076,0.4427
25766.33,7.592,-0.3472,5.5641,-1.2672,-0.542,-0.6794,10.3214,-0.3472,0.2035,-3.0916,1.0382,0.5802
25854.823,7.6543,-0.2849,5.4492,-1.4656,-0.5191,-0.5038,10.343,-0.3112,0.1317,-3.3053,1.145,0.4504
25945.454,7.5848,-0.3065,5.5138,-1.4351,-0.6412,-0.4885,10.307,-0.3136,0.2083,-3.374,1.2366,0.4427
26035.435,7.604,-0.2298,5.4899,-1.5267,-0.4046,-0.3893,10.2448,-0.3663,0.2274,-3.2137,1.2977,0.6412
26125.349,7.6184,-0.3256,5.4923,-1.4351,-0.4962,-0.5725,10.2711,-0.3448,0.1508,-3.2214,1.1374,0.3817
26215.244,7.6638,-0.3112,5.5282,-1.4351,-0.2137,-0.4809,10.2975,-0.3663,0.3065,-3.0763,1.084,0.4351
26305.115,7.6088,-0.3352,5.5043,-1.5878,-0.542,-0.6336,10.3286,-0.328,0.1652,-3.3053,0.8855,0.3664
26395.135,7.5968,-0.2897,5.5378,-1.3206,-0.6031,-0.4809,10.2951,-0.34,0.1197,-3.1679,1.0763,0.2519
26485.395,7.6136,-0.3041,5.6,-1.374,-0.6489,-0.6794,10.3238,-0.3687,0.2346,-3.5267,1.2061,0.3206
26575.207,7.7021,-0.2634,5.5593,-1.4733,-0.4504,-0.5725,10.3046,-0.3783,0.2442,-3.2824,1.3053,0.542
26695.275,7.592,-0.2682,5.5737,-1.5267,-0.5878,-0.3511,10.3238,-0.3112,0.2107,-3.2061,1.1527,0.3206
26784.883,7.58,-0.3352,5.5378,-1.3588,-0.6107,-0.6489,10.3022,-0.3543,0.17,-3.3282,1.0076,0.2824
26905.34,7.5729,-0.2825,5.4923,-1.4046,-0.6031,-0.6565,10.386,-0.3711,0.3089,-3.313,0.9924,0.3282
26964.886,7.5824,-0.2945,5.6455,-1.4046,-0.771,-0.3359,10.3238,-0.3591,0.1556,-3.2061,1.4198,0.542
27055.133,7.6375,-0.2634,5.545,-1.3664,-0.4046,-0.5496,10.3286,-0.3065,0.1389,-3.2595,1.3359,0.313
27144.079,7.6207,-0.2849,5.4253,-1.3206,-0.5954,-0.5115,10.2999,-0.3831,0.2849,-3.1527,1.0992,0.4046
27235.736,7.6279,-0.2538,5.545,-1.3359,-0.229,-0.6794,10.3334,-0.3472,0.0431,-3.3359,0.7023,0.2824
27325.174,7.6207,-0.2753,5.4875,-1.3817,-0.8092,-0.626,10.3118,-0.3472,0.1748,-3.3969,1.2595,0.4656
27415.162,7.6184,-0.3352,5.5976,-1.4733,-0.4962,-0.6183,10.2711,-0.3735,0.1963,-3.2901,1.2519,0.5115
27505.759,7.616,-0.2849,5.4851,-1.2137,-0.6641,-0.6336,10.2735,-0.3496,0.1772,-3.3435,1.1832,0.4427
27595.107,7.6543,-0.34,5.5426,-1.4046,-0.6031,-0.7786,10.3166,-0.3639,0.2753,-3.313,1.3206,0.3893
27685.019,7.6327,-0.2801,5.3965,-1.2977,-0.5191,-0.6031,10.3238,-0.3998,0.146,-3.3206,1.4427,0.4351
27774.847,7.5992,-0.3496,5.4947,-1.3206,-0.6565,-0.4046,10.2999,-0.3807,0.1987,-3.1527,1.2824,0.4809
27894.847,7.6591,-0.3041,5.5857,-1.4198,-0.2824,-0.4733,10.3142,-0.3687,0.2059,-3.4656,0.9618,0.5344
27984.882,7.5729,-0.3855,5.5498,-1.3359,-0.9313,-0.7252,10.2807,-0.2825,0.2011,-3.229,0.7634,0.4427
28074.895,7.5609,-0.2873,5.5761,-1.6183,-0.5191,-0.7634,10.2855,-0.3663,0.2634,-3.2901,1.229,0.4504
28165.442,7.6519,-0.3089,5.6096,-1.3893,-0.6718,-0.4733,10.2472,-0.2777,0.2682,-3.2366,1.2137,0.4656
28255.059,7.671,-0.1891,5.5282,-1.3053,-0.3817,-0.6565,10.3118,-0.3017,0.1724,-3.2214,1.2748,0.6183
28344.524,7.6303,-0.2873,5.521,-1.3969,-0.5115,-0.771,10.3453,-0.3591,0.2658,-3.2824,0.9924,0.5573
28465.448,7.5202,-0.2897,5.5665,-1.3206,-0.5954,-0.4504,10.2975,-0.3256,0.0503,-3.1069,1.084,0.5038
28526.126,7.5753,-0.328,5.5474,-1.2519,-0.5725,-0.8473,10.2592,-0.3735,0.1772,-3.4122,0.9618,0.4427
28615.086,7.6591,-0.2203,5.5522,-1.4046,-0.5115,-0.5878,10.2951,-0.3831,0.1317,-3.3588,1.0382,0.5573
28704.732,7.6375,-0.3112,5.5378,-1.3588,-0.6336,-0.5802,10.3741,-0.3376,0.1939,-3.2366,1.1374,0.4427
28795.301,7.6016,-0.2059,5.5665,-1.3511,-0.687,-0.4885,10.3501,-0.3567,0.1628,-3.2901,1.0992,0.4122
28884.8,7.5824,-0.3663,5.5306,-1.2977,-0.7481,-0.542,10.3406,-0.3591,0.1245,-3.2595,1.145,0.5191
28974.86,7.6231,-0.2538,5.5833,-1.2672,-0.4275,-0.4656,10.3334,-0.4118,0.1676,-3.2366,1.229,0.3817
29095.179,7.5417,-0.3424,5.5426,-1.3893,-0.4962,-0.4504,10.307,-0.3328,0.2107,-3.3053,1.4504,0.3664
29184.836,7.6591,-0.3136,5.5402,-1.4046,-0.5344,-0.5191,10.3238,-0.3208,0.2179,-3.5496,0.9542,0.2519
29275.136,7.58,-0.3543,5.4899,-1.4427,-0.5038,-0.5038,10.3765,-0.3831,0.091,-3.2519,1.2137,0.3053
29365.282,7.6064,-0.2538,5.4899,-1.5191,-0.7176,-0.4122,10.3717,-0.34,0.1173,-3.229,1.0763,0.5649
29454.145,7.5585,-0.3041,5.5857,-1.313,-0.6107,-0.6947,10.3022,-0.3089,0.2298,-3.2061,1.229,0.542
29544.734,7.6662,-0.3089,5.5186,-1.4351,-0.6489,-0.6489,10.3238,-0.34,0.1006,-3.5038,0.9542,0.5038
29635.289,7.6447,-0.2993,5.5258,-1.4504,-0.5191,-0.687,10.2448,-0.3184,0.2274,-3.0992,1.0611,0.4351
29724.326,7.6207,-0.3017,5.454,-1.4427,-0.5802,-0.5802,10.2185,-0.4022,0.079,-3.2519,1.0534,0.4733
29845.379,7.6016,-0.3112,5.442,-1.2672,-0.3817,-0.542,10.3262,-0.3759,0.2346,-3.1679,1.3435,0.5725
29904.878,7.5178,-0.2322,5.6336,-1.3206,-0.8092,-0.4275,10.3286,-0.2945,0.1173,-3.3664,1.3206,0.5496
29995.291,7.6495,-0.3352,5.4708,-1.4046,-0.5725,-0.5649,10.2951,-0.2849,0.091,-3.2824,1.1298,0.4809
30085.014,7.6375,-0.2825,5.624,-1.5267,-0.6107,-0.5878,10.331,-0.3807,0.079,-3.4122,1.0076,0.3359
30175.357,7.6638,-0.3543,5.5091,-1.2901,-0.5267,-0.5802,10.2663,-0.3328,0.17,-3.1985,1.0153,0.5115
30265.111,7.6543,-0.3328,5.5234,-1.4656,-0.771,-0.5267,10.3214,-0.3136,0.1796,-3.2748,1.0611,0.3206
30384.529,7.6327,-0.3448,5.4899,-1.4656,-0.8015,-0.4809,10.3884,-0.395,0.2155,-3.1679,1.1908,0.4351
30474.65,7.6112,-0.2658,5.5522,-1.6489,-0.6031,-0.458,10.3046,-0.3232,0.1867,-3.2061,1.2824,0.4427
30565.304,7.6136,-0.3496,5.5761,-1.542,-0.6794,-0.4809,10.3118,-0.3879,0.2346,-3.3359,1.2061,0.4427
30655.368,7.6567,-0.3112,5.612,-1.313,-0.6183,-0.7252,10.3022,-0.34,0.2538,-3.4809,0.9847,0.5191
30745.703,7.6112,-0.328,5.5402,-1.4198,-0.4351,-0.4275,10.3334,-0.3879,0.2274,-3.3664,0.8626,0.4046
30835.175,7.5824,-0.3472,5.6312,-1.4046,-0.5954,-0.3588,10.307,-0.3567,0.1987,-3.2519,1.1908,0.6641
30925.626,7.6255,-0.249,5.5498,-1.374,-0.4351,-0.5573,10.3142,-0.3807,0.2035,-3.4198,0.916,0.4733
31014.319,7.6447,-0.3376,5.5282,-1.374,-0.6336,-0.6641,10.2903,-0.3759,0.1508,-3.2061,1.5725,0.4198
31104.778,7.6614,-0.2322,5.5761,-1.374,-0.6107,-0.5573,10.3094,-0.3089,0.261,-3.1756,1.4198,0.4122
31195.486,7.5585,-0.3783,5.5354,-1.5267,-0.4351,-0.5344,10.3214,-0.3926,0.1101,-3.2519,0.8244,0.4504
31285.933,7.5896,-0.2682,5.5929,-1.458,-0.3969,-0.4962,10.2735,-0.3472,0.2538,-3.4275,1.1985,0.4351
31374.764,7.6231,-0.3567,5.466,-1.4046,-0.5649,-0.687,10.2759,-0.395,0.2083,-3.2061,0.7481,0.5191
31465.581,7.5561,-0.2035,5.6455,-1.3893,-0.4962,-0.4504,10.2424,-0.3567,0.2107,-3.4885,1.2061,0.3969
31555.929,7.6351,-0.3376,5.5306,-1.3969,-0.5725,-0.5649,10.2831,-0.2993,0.3089,-3.1756,1.0611,0.2672
31674.515,7.6207,-0.261,5.5115,-1.4809,-0.5267,-0.6565,10.3932,-0.34,0.1963,-3.3969,1.2595,0.4122
31764.911,7.5944,-0.3879,5.624,-1.4504,-0.5954,-0.5496,10.3501,-0.3328,0.2346,-3.2061,1.1221,0.5038
31855.217,7.6327,-0.1939,5.6,-1.542,-0.5878,-0.3511,10.3214,-0.34,0.2801,-3.2595,1.2061,0.4962
31944.676,7.5872,-0.3448,5.5474,-1.3282,-0.6947,-0.6336,10.3765,-0.3424,0.1772,-3.2672,1.0763,0.2672
32036.914,7.6327,-0.2514,5.6048,-1.3435,-0.4962,-0.687,10.3358,-0.3998,0.2346,-3.2901,0.9313,0.3511
32125.083,7.671,-0.3879,5.4971,-1.4733,-0.6336,-0.5802,10.2807,-0.3208,0.1939,-3.3435,1.1069,0.5649
32214.874,7.5992,-0.3184,5.5809,-1.3435,-0.4733,-0.6565,10.3214,-0.2921,0.2586,-3.3435,1.2061,0.2519
32305.543,7.6231,-0.3112,5.5019,-1.3588,-0.5344,-0.6565,10.2472,-0.3232,0.1125,-3.2137,1.3664,0.313
32395.03,7.6016,-0.2825,5.6024,-1.3664,-0.4733,-0.4962,10.3501,-0.3136,0.2634,-3.2977,1.1221,0.458
32484.073,7.5968,-0.2777,5.6,-1.4885,-0.5725,-0.5649,10.2975,-0.3591,0.2729,-3.2443,1.0382,0.3817
32574.548,7.616,-0.3089,5.5402,-1.2443,-0.5191,-0.6412,10.3334,-0.3184,0.2227,-3.1679,1.1679,0.4656
32665.058,7.5848,-0.2682,5.5186,-1.374,-0.7099,-0.5344,10.3262,-0.3376,0.2274,-3.3664,0.9771,0.3053
32754.513,7.6327,-0.3615,5.5138,-1.313,-0.4427,-0.5649,10.2903,-0.3543,0.1939,-3.313,1.145,0.2977
32907.184,7.5369,-0.2514,5.5115,-1.4733,-0.6489,-0.4046,10.2903,-0.3448,0.1628,-3.6336,1.0916,0.2595
32965.227,7.5848,-0.395,5.4229,-1.2214,-0.374,-0.6641,10.3286,-0.3903,0.1341,-3.374,1.3664,0.4962
33056.166,7.6614,-0.2083,5.5785,-1.2061,-0.4656,-0.4504,10.2975,-0.3591,0.237,-3.1374,1.1679,0.4885
33146.087,7.592,-0.3543,5.5545,-1.3282,-0.6412,-0.5496,10.2831,-0.3017,0.3448,-3.1374,0.9618,0.4351
33235.659,7.58,-0.2442,5.5019,-1.4809,-0.5878,-0.5878,10.3286,-0.2849,0.146,-3.4733,1.0076,0.3588
33324.089,7.6447,-0.3424,5.5785,-1.313,-0.687,-0.4809,10.2735,-0.2969,0.1293,-3.1221,1.2366,0.542
33414.432,7.5393,-0.249,5.5354,-1.458,-0.542,-0.5344,10.3286,-0.2969,0.1628,-3.2901,1.0534,0.3282
33536.332,7.6327,-0.3208,5.5091,-1.4656,-0.6641,-0.7405,10.2879,-0.3735,0.1867,-3.2214,1.2366,0.4809
33595.436,7.5776,-0.2921,5.5282,-1.2901,-0.4656,-0.542,10.2807,-0.3496,0.1365,-3.2595,1.3053,0.4885
33684.641,7.5968,-0.3112,5.5043,-1.313,-0.6947,-0.7099,10.2831,-0.3543,0.1365,-3.4351,1.2824,0.4885
33805.258,7.5992,-0.3304,5.521,-1.3817,-0.4275,-0.6412,10.2663,-0.3232,0.1748,-3.1756,1.0305,0.3588
33865.548,7.6255,-0.2729,5.6024,-1.542,-0.5573,-0.6794,10.2759,-0.3663,0.261,-2.9695,1.0,0.2824
33957.278,7.6231,-0.3352,5.466,-1.4962,-0.6107,-0.5038,10.2687,-0.3448,0.2466,-3.3053,0.9695,0.2901
34046.121,7.6231,-0.2705,5.5641,-1.5954,-0.5267,-0.542,10.3358,-0.3472,0.2251,-3.2595,0.9695,0.3511
34165.166,7.592,-0.3855,5.5905,-1.3435,-0.7023,-0.7328,10.2448,-0.3304,0.2466,-3.1985,1.2595,0.4427
34254.501,7.6088,-0.2658,5.5689,-1.3435,-0.5267,-0.5344,10.3501,-0.2753,0.1173,-3.1603,1.0305,0.4885
34345.122,7.6136,-0.2634,5.5641,-1.4733,-0.6107,-0.6031,10.3621,-0.328,0.1149,-3.0229,1.2061,0.2595
34435.566,7.6303,-0.328,5.5378,-1.3206,-0.7099,-0.5496,10.2639,-0.3184,0.2562,-3.2672,0.8092,0.5954
34524.503,7.6447,-0.4094,5.5378,-1.6031,-0.5496,-0.6489,10.2879,-0.3615,0.158,-3.3206,0.8855,0.4962
34614.096,7.6064,-0.328,5.5234,-1.313,-0.6947,-0.5573,10.3118,-0.3711,0.1365,-3.2137,1.1145,0.3664
34704.443,7.5944,-0.3711,5.5833,-1.4656,-0.5878,-0.4733,10.2879,-0.3136,0.2322,-3.4427,0.9847,0.5267
34794.951,7.604,-0.2466,5.521,-1.4885,-0.5878,-0.542,10.2113,-0.2921,0.2298,-3.2824,1.2519,0.5573
34885.192,7.6375,-0.3448,5.5306,-1.458,-0.4733,-0.5344,10.3262,-0.2825,0.1676,-3.1832,1.2672,0.5267
34974.519,7.6998,-0.3184,5.5019,-1.3664,-0.6183,-0.5878,10.2783,-0.3615,0.1556,-3.1679,1.2214,0.5191
35065.1,7.6064,-0.328,5.6096,-1.2748,-0.5573,-0.771,10.3597,-0.3472,0.2227,-3.3282,0.9847,0.458
35154.659,7.6399,-0.3232,5.5737,-1.5115,-0.626,-0.6336,10.2424,-0.316,0.17,-3.1069,0.9084,0.3435
35244.505,7.5872,-0.2634,5.4947,-1.3817,-0.4809,-0.5191,10.3142,-0.3112,0.2179,-3.3206,1.1908,0.4733
35336.272,7.6519,-0.3711,5.521,-1.2824,-0.7939,-0.4962,10.3597,-0.3448,0.1604,-3.2977,1.4427,0.313
35454.43,7.6543,-0.2538,5.4851,-1.4198,-0.5344,-0.542,10.3046,-0.3591,0.103,-3.2901,1.084,0.5344
35544.579,7.6016,-0.3448,5.5067,-1.4504,-0.374,-0.4504,10.2855,-0.3974,0.0718,-3.4122,1.145,0.3588
35635.664,7.5513,-0.261,5.4636,-1.229,-0.6412,-0.5038,10.3142,-0.3519,0.3328,-3.3511,1.3359,0.4046
35724.59,7.5513,-0.3807,5.5881,-1.3893,-0.6336,-0.5725,10.2472,-0.3567,0.079,-3.3282,1.1221,0.3588
35814.584,7.5729,-0.2274,5.533,-1.458,-0.3893,-0.7252,10.3142,-0.3376,0.2035,-3.1679,1.2901,0.4962
