timestamp,right_hand_Accel_X,right_hand_Accel_Y,right_hand_Accel_Z,right_hand_Gyro_X,right_hand_Gyro_Y,right_hand_Gyro_Z,left_hand_Accel_X,left_hand_Accel_Y,left_hand_Accel_Z,left_hand_Gyro_X,left_hand_Gyro_Y,left_hand_Gyro_Z,right_leg_Accel_X,right_leg_Accel_Y,right_leg_Accel_Z,right_leg_Gyro_X,right_leg_Gyro_Y,right_leg_Gyro_Z,left_leg_Accel_X,left_leg_Accel_Y,left_leg_Accel_Z,left_leg_Gyro_X,left_leg_Gyro_Y,left_leg_Gyro_Z
21445.641,0.4881,9.4134,3.2255,0.56,-1.33,1.05,0.7657,-9.5426,-2.0435,1.19,-1.68,-0.98,0.0814,-0.1221,8.5018,-1.374,-0.5191,-0.458,-9.2871,-0.1269,-0.4884,-3.3893,0.9618,0.2977
21506.34,0.4929,9.4325,3.2351,0.84,-1.4,0.84,0.7561,-9.5091,-1.986,0.91,-1.75,-0.98,-0.0646,-0.1173,8.588,-1.5878,-0.542,-0.5725,-9.2416,-0.1101,-0.4022,-3.2748,1.2443,0.5725
21595.322,0.5168,9.4134,3.2112,0.77,-1.4,1.05,0.7657,-9.5426,-1.943,1.54,-1.68,-1.05,0.0718,-0.1053,8.6407,-1.3053,-0.626,-0.4885,-9.2392,-0.1532,-0.3184,-3.3053,1.229,0.4809
21717.463,0.4834,9.4038,3.2255,-0.42,-1.26,1.12,0.7705,-9.5378,-1.9573,1.12,-1.68,-1.05,-0.0551,-0.1221,8.5186,-1.3664,-0.4733,-0.6718,-9.2536,-0.1532,-0.4477,-3.1832,1.1298,0.4351
21747.064,0.4881,9.4181,3.216,0.35,-1.4,1.19,0.7705,-9.5569,-1.9621,1.05,-1.75,-0.91,0.0215,-0.1389,8.4994,-1.5344,-0.2977,-0.5344,-9.2512,-0.1197,-0.3615,-3.313,1.2137,0.4046
21835.353,0.4881,9.4277,3.2495,0.42,-1.33,0.98,0.7753,-9.5282,-2.0004,0.42,-1.54,-1.19,0.0215,-0.0718,8.4851,-1.313,-0.6336,-0.5191,-9.3206,-0.1508,-0.4621,-3.2977,1.2366,0.4198
21925.062,0.4977,9.4134,3.216,0.49,-1.26,1.12,0.7848,-9.5426,-1.943,0.63,-1.82,-1.12,0.079,-0.1101,8.6957,-1.2672,-0.6183,-0.6336,-9.2081,-0.0958,-0.3759,-3.374,1.0992,0.5038
21985.295,0.536,9.4277,3.2447,1.05,-1.4,0.91,0.7705,-9.5139,-1.9669,0.28,-1.89,-0.98,0.0359,-0.1197,8.5688,-1.3817,-0.7099,-0.6565,-9.2703,-0.1053,-0.2682,-3.1298,1.3817,0.5267
22078.383,0.4881,9.4421,3.2399,0.63,-1.4,1.19,0.7609,-9.5186,-1.9956,0.77,-1.75,-0.98,0.0622,-0.1676,8.4946,-1.5038,-0.5344,-0.6947,-9.2991,-0.1221,-0.3496,-3.4275,1.0305,0.5115
22165.839,0.5073,9.4373,3.2064,0.56,-1.4,1.33,0.7561,-9.5282,-1.9956,0.56,-1.82,-0.91,-0.0192,-0.1915,8.5808,-1.374,-0.5267,-0.5725,-9.2608,-0.1389,-0.3903,-3.2901,1.1756,0.3664
22226.691,0.4977,9.4325,3.2255,0.84,-1.33,1.33,0.8088,-9.5186,-2.0052,1.33,-1.68,-0.98,-0.0455,-0.1508,8.5138,-1.2748,-0.5496,-0.4885,-9.2273,-0.1101,-0.4118,-3.1527,1.2214,0.4122
22316.621,0.4834,9.4325,3.2207,0.77,-1.33,1.05,0.7513,-9.5234,-2.0148,0.56,-1.68,-0.98,0.0431,-0.1293,8.5641,-1.3206,-0.6183,-0.5115,-9.2584,-0.1197,-0.5076,-3.3511,1.1985,0.5191
22375.918,0.5216,9.4277,3.2207,0.49,-1.26,1.05,0.7418,-9.5234,-1.9717,0.7,-1.82,-0.98,0.0287,-0.1293,8.4539,-1.4656,-0.4122,-0.313,-9.2296,-0.1508,-0.3663,-3.3893,1.2672,0.4351
22465.96,0.5121,9.4229,3.2255,0.42,-1.26,1.26,0.7657,-9.5234,-1.9956,1.26,-1.75,-1.05,-0.0096,-0.1508,8.5976,-1.3969,-0.542,-0.4885,-9.2727,-0.1293,-0.2993,-3.1374,1.0992,0.6412
22555.273,0.5121,9.4229,3.2207,0.42,-1.26,0.91,0.7657,-9.5282,-2.0052,0.63,-1.75,-1.05,0.012,-0.1413,8.5186,-1.2672,-0.542,-0.8244,-9.2775,-0.1508,-0.431,-3.1145,1.2824,0.4275
22616.778,0.5168,9.4421,3.216,0.42,-1.4,1.05,0.7466,-9.5186,-1.9765,0.7,-1.82,-0.98,-0.0024,-0.0814,8.5928,-1.4504,-0.6794,-0.542,-9.2919,-0.1484,-0.4693,-3.0763,1.2061,0.6107
22707.075,0.5168,9.4181,3.1968,0.63,-1.19,1.05,0.7466,-9.5234,-2.0052,1.12,-1.54,-1.05,0.0599,-0.146,8.5497,-1.374,-0.6489,-0.5573,-9.2416,-0.067,-0.5387,-3.1756,1.2901,0.4275
22796.684,0.5025,9.4134,3.2303,0.49,-1.26,1.12,0.7848,-9.5234,-2.0195,0.98,-1.68,-1.05,0.0311,-0.1125,8.6479,-1.5038,-0.7481,-0.5725,-9.2464,-0.1317,-0.4908,-3.2519,1.0611,0.2748
22857.033,0.5503,9.4181,3.2207,0.49,-1.26,0.91,0.7705,-9.5378,-1.943,0.7,-1.75,-0.98,0.0287,-0.1652,8.5497,-1.2824,-0.5802,-0.6718,-9.2608,-0.1389,-0.407,-3.4656,1.1603,0.5496
22945.229,0.5216,9.4277,3.2303,0.77,-1.4,0.98,0.7657,-9.5474,-1.9956,1.4,-1.68,-0.98,-0.0527,-0.1365,8.6072,-1.4351,-0.5267,-0.626,-9.3015,-0.0503,-0.4262,-3.229,1.0611,0.4275
23006.974,0.5216,9.4421,3.2447,0.56,-1.4,0.98,0.7705,-9.5426,-2.0483,0.77,-1.89,-0.98,0.0335,-0.1389,8.5808,-1.2214,-0.5344,-0.4809,-9.2488,-0.1173,-0.4908,-3.2977,1.0687,0.4275
23096.14,0.5168,9.4373,3.2255,0.35,-1.4,1.26,0.7657,-9.5234,-1.9813,0.84,-1.75,-1.05,0.0072,-0.146,8.4994,-1.5191,-0.5649,-0.5267,-9.2201,-0.0886,-0.4214,-3.0229,1.0534,0.4046
23245.817,0.4929,9.4277,3.2542,0.63,-1.4,0.98,0.7848,-9.5426,-1.9717,1.47,-1.68,-1.05,-0.0335,-0.1269,8.4683,-1.3664,-0.3817,-0.5115,-9.2919,-0.1293,-0.5052,-3.1603,1.0,0.3817
23335.466,0.4834,9.4564,3.216,-0.56,-1.12,1.4,0.7561,-9.533,-1.9621,0.91,-1.75,-1.12,-0.0479,-0.1197,8.5425,-1.2748,-0.5267,-0.4656,-9.3302,-0.1317,-0.498,-3.2519,1.1832,0.4198
23425.429,0.5121,9.4373,3.2255,0.7,-1.33,1.12,0.7657,-9.5234,-1.986,0.77,-1.82,-0.98,0.0359,-0.1652,8.6095,-1.374,-0.5344,-0.4046,-9.2656,-0.1221,-0.486,-3.2901,1.2214,0.3588
23485.066,0.5121,9.4421,3.2303,0.49,-1.26,0.98,0.7322,-9.5426,-1.9956,1.61,-1.47,-1.05,-0.0383,-0.1269,8.5593,-1.4198,-0.4962,-0.5115,-9.2608,-0.1437,-0.4956,-3.3282,1.229,0.542
23575.353,0.5121,9.4134,3.216,0.21,-1.26,1.05,0.7513,-9.5378,-2.0148,0.77,-1.75,-1.05,-0.0048,-0.1269,8.4659,-1.1298,-0.6183,-0.5878,-9.244,-0.1796,-0.3639,-3.3664,1.0,0.5038
23665.164,0.4834,9.4086,3.2207,0.14,-1.26,1.05,0.7513,-9.5474,-1.9573,1.05,-1.75,-0.98,0.0646,-0.17,8.5952,-1.3893,-0.5649,-0.374,-9.2871,-0.1077,-0.4429,-3.2824,1.2595,0.458
23725.096,0.4977,9.4181,3.2303,0.07,-1.33,1.05,0.7513,-9.5234,-1.9573,1.75,-1.61,-1.05,-0.0455,-0.1413,8.5186,-1.1298,-0.6794,-0.3893,-9.2799,-0.158,-0.4094,-3.3206,1.1527,0.4046
23815.354,0.5312,9.4277,3.2255,-0.07,-1.26,0.98,0.7466,-9.5378,-1.986,1.12,-1.75,-0.91,-0.0239,-0.1389,8.497,-1.1145,-0.3359,-0.542,-9.2153,-0.1532,-0.407,-3.5344,1.1908,0.5344
23877.304,0.5025,9.466,3.2303,0.63,-1.4,1.26,0.7561,-9.5617,-1.9573,0.56,-1.75,-1.05,0.0048,-0.1221,8.5473,-1.145,-0.313,-0.4427,-9.2656,-0.1077,-0.3998,-3.1832,1.1221,0.374
23966.832,0.5121,9.4134,3.2303,0.77,-1.4,0.98,0.7561,-9.5186,-1.9286,0.7,-1.61,-0.98,-0.0048,-0.1556,8.4683,-1.4046,-0.3282,-0.6412,-9.2081,-0.0503,-0.3687,-3.3817,1.0,0.3206
24057.247,0.5264,9.4134,3.2399,0.42,-1.19,1.19,0.7705,-9.5474,-2.0339,0.49,-1.54,-1.12,-0.0263,-0.1413,8.5784,-1.1679,-0.6489,-0.626,-9.2847,-0.103,-0.5459,-3.2519,1.313,0.5878
24116.972,0.5408,9.4181,3.2495,0.56,-1.33,0.98,0.7753,-9.5091,-1.9717,-0.35,-1.75,-1.05,0.0,-0.1532,8.6191,-1.2901,-0.8321,-0.542,-9.3063,-0.1149,-0.4884,-3.2595,0.8473,0.458
24205.685,0.5216,9.4421,3.2351,0.7,-1.4,0.98,0.5647,-10.3514,-0.9811,-63.7,-14.35,1.89,0.0,-0.1676,8.4372,-1.2672,-0.7023,-0.6794,-9.1937,-0.146,-0.4908,-3.1374,1.2901,0.3359
24295.706,0.536,9.4373,3.216,0.49,-1.19,1.05,3.3117,-3.3691,-26.656,23.52,91.21,56.49,-0.012,-0.1389,8.588,-1.4275,-0.7023,-0.5878,-9.2536,-0.1245,-0.4741,-3.1374,1.1985,0.4504
24355.211,0.4881,9.4708,3.2255,0.91,-1.33,1.12,0.6365,-6.1256,-6.1208,-126.91,-134.54,-82.04,0.0862,-0.0934,8.4372,-1.4351,-0.542,-0.4733,-9.2392,-0.0479,-0.419,-3.3969,1.0992,0.3893
24445.183,0.5168,9.4421,3.2399,1.05,-1.54,1.19,-0.8375,-9.5186,-4.4172,-10.78,-167.72,-26.81,-0.0718,-0.1676,8.5569,-1.4046,-0.7328,-0.4809,-9.2584,-0.1125,-0.3256,-3.2061,1.1069,0.3511
24506.251,0.5551,9.399,3.2207,0.56,-1.33,1.19,3.4457,-17.348,2.4503,56.77,-40.25,149.24,-0.0144,-0.0982,8.4803,-1.3282,-0.6947,-0.626,-9.2751,-0.0982,-0.3543,-3.2595,1.1679,0.5649
24596.63,0.5121,9.4325,3.2255,0.21,-1.19,0.98,-0.5025,-11.3276,-9.3177,46.48,197.61,-352.31,-0.0335,-0.1484,8.5042,-1.0763,-0.7634,-0.4122,-9.2632,-0.0958,-0.3974,-3.1832,1.1908,0.4275
24685.021,0.4977,9.4134,3.2399,0.7,-1.4,1.12,5.4365,-8.016,9.7053,34.72,65.52,-3.36,-0.0144,-0.1077,8.5569,-1.4046,-0.4122,-0.458,-9.2991,-0.2131,-0.3519,-3.2137,0.9847,0.2748
24746.318,0.5264,9.4469,3.2303,0.91,-1.33,1.05,3.6514,-9.0497,5.8481,-104.72,68.88,-152.18,-0.0072,-0.2059,8.4898,-1.2901,-0.5115,-0.4046,-9.2512,-0.1173,-0.4118,-3.0534,1.3053,0.4809
24835.173,0.5216,9.4181,3.2351,1.19,-1.4,0.84,1.7324,-1.4405,9.8058,-390.67,-215.95,-104.72,0.0215,-0.2107,8.5665,-1.3664,-0.4504,-0.4198,-9.2919,-0.1053,-0.4166,-3.2366,1.0763,0.5802
24925.883,0.5073,9.3847,3.2399,0.56,-1.4,0.7,2.656,-2.9145,-10.6385,-241.85,-146.79,-103.53,-0.0407,-0.2203,8.5569,-1.4275,-0.542,-0.4656,-9.3134,-0.091,-0.4118,-3.3511,1.1985,0.4962
24985.597,0.536,9.4421,3.2207,-0.14,-1.12,1.26,-1.4931,9.3081,-5.9438,-95.69,-200.13,-125.51,0.0024,-0.1437,8.6191,-1.4733,-0.6412,-0.5878,-9.2775,-0.0622,-0.4214,-3.229,1.084,0.458
25075.469,0.5264,9.4373,3.2207,0.77,-1.26,1.12,-0.6269,5.0919,-9.8536,-59.29,-44.94,-31.57,0.0,-0.1197,8.5593,-1.1832,-0.5954,-0.4351,-9.2703,-0.0814,-0.4118,-3.1527,1.1221,0.4656
25165.136,0.5025,9.3894,3.2399,0.91,-1.33,0.91,-0.8471,4.0582,-10.873,-6.44,-160.79,-41.58,0.0527,-0.1221,8.5305,-1.313,-0.687,-0.626,-9.3015,-0.1173,-0.4286,-3.3206,1.0229,0.4504
25225.148,0.5456,9.3942,3.2255,0.49,-1.26,1.12,-1.7755,4.3119,-9.5952,50.54,-39.62,31.22,-0.0239,-0.1628,8.4659,-1.1603,-0.5725,-0.3206,-9.2871,-0.0934,-0.4573,-3.3206,1.1679,0.3511
25315.15,0.5503,9.399,3.216,0.21,-1.26,1.26,-0.8806,3.7711,-11.1649,33.32,-53.13,134.96,0.0192,-0.1149,8.6048,-1.3817,-0.5115,-0.458,-9.2608,-0.0718,-0.5435,-3.2824,1.0076,0.4275
25377.437,0.5408,9.4181,3.2255,0.42,-1.26,1.19,-0.8853,-2.1488,-12.9212,20.72,3.15,248.78,0.0455,-0.1317,8.5712,-1.5267,-0.5573,-0.6107,-9.3087,-0.1652,-0.4669,-3.2214,1.374,0.374
25465.147,0.5216,9.4325,3.2207,0.35,-1.19,1.26,0.5838,-6.8291,-8.8869,24.22,104.23,139.93,0.0335,-0.1173,8.4779,-1.2748,-0.458,-0.5115,-9.2632,-0.1006,-0.4477,-3.3817,1.1985,0.6183
25554.993,0.5312,9.466,3.2399,0.91,-1.4,1.19,3.46,-3.3835,-6.7956,24.71,120.89,-25.48,-0.0024,-0.1484,8.4827,-1.2977,-0.5725,-0.4198,-9.335,-0.1724,-0.4597,-3.3359,1.0992,0.5649
25616.202,0.5216,9.3751,3.2447,1.12,-1.4,0.84,5.2307,-1.3639,-11.2032,60.97,83.09,44.94,-0.0335,-0.0766,8.5856,-1.2901,-0.6107,-0.5344,-9.2009,-0.1317,-0.3926,-3.1527,1.0534,0.5344
25705.618,0.5599,9.3847,3.2255,0.7,-1.26,0.84,4.1252,-7.1306,-6.3697,21.0,37.45,-123.13,-0.0311,-0.1867,8.5353,-1.4656,-0.542,-0.4504,-9.2249,-0.1125,-0.5243,-3.313,1.2595,0.4427
25794.914,0.5551,9.399,3.2303,0.35,-1.33,0.84,0.4929,-7.2646,-2.1392,-10.22,-36.68,-254.66,0.012,-0.1484,8.6191,-1.3817,-0.6947,-0.4656,-9.2273,-0.1556,-0.4477,-3.1985,1.0916,0.4198
25855.16,0.5121,9.4899,3.2303,1.61,-1.54,0.98,-1.2395,-0.6891,-4.0056,-48.44,-131.11,-232.61,0.0287,-0.1317,8.3989,-1.3511,-0.5954,-0.6641,-9.2344,-0.0718,-0.4477,-3.2672,1.2366,0.4962
25945.187,0.5264,9.4804,3.2351,0.98,-1.47,0.91,-2.7948,3.0102,-10.2078,-38.99,-156.59,-59.92,0.0886,-0.1389,8.5688,-1.4809,-0.4885,-0.7023,-9.2823,-0.1341,-0.5052,-3.2901,1.2977,0.4427
26035.732,0.5264,9.4229,3.2064,1.33,-1.4,0.84,-2.8379,4.8718,-9.9685,40.32,-175.35,19.18,0.0215,-0.1484,8.5449,-1.4122,-0.6947,-0.6183,-9.1818,-0.1101,-0.5028,-2.9924,1.0534,0.2519
26095.097,0.5264,9.3751,3.2255,0.35,-1.4,0.7,-3.4983,4.5224,-5.6901,26.25,-45.29,88.97,-0.0718,-0.1508,8.5569,-1.3435,-0.7176,-0.6565,-9.2775,-0.1101,-0.3998,-3.3206,1.3053,0.4656
26185.266,0.5695,9.3655,3.2255,-0.14,-1.19,0.91,-3.9242,2.5699,-9.5569,51.87,-24.85,129.99,0.0096,-0.1604,8.5042,-1.4198,-0.6107,-0.5496,-9.3015,-0.1006,-0.4597,-3.3282,1.1679,0.4275
26245.854,0.5168,9.4516,3.2351,0.56,-1.4,0.98,-4.0917,1.9047,-13.5051,91.77,15.54,177.87,0.0287,-0.1077,8.5712,-1.5878,-0.5115,-0.4427,-9.3039,-0.0862,-0.4046,-3.2977,1.1908,0.4351
26335.578,0.5121,9.4612,3.2638,0.63,-1.4,0.84,-2.68,-3.4457,-12.7777,116.06,96.74,118.3,0.0192,-0.1317,8.5425,-1.2672,-0.6183,-0.5802,-9.2512,-0.0982,-0.5938,-3.3435,1.2214,0.5802
26426.575,0.5456,9.4325,3.2016,1.05,-1.19,0.77,-0.5503,-9.9063,-6.7238,65.94,104.09,71.75,0.0383,-0.0958,8.5305,-1.4046,-0.5496,-0.3282,-9.268,-0.0886,-0.5339,-3.2672,0.9771,0.4962
26486.049,0.5121,9.4277,3.2399,1.05,-1.33,0.84,1.2299,-3.4744,-8.9204,13.72,76.02,-40.39,0.0407,-0.1796,8.5258,-1.4351,-0.6107,-0.7176,-9.2512,-0.1173,-0.4788,-3.3206,0.9542,0.4198
26575.11,0.5264,9.4229,3.2207,0.35,-1.33,0.84,1.9813,-2.9336,-7.3364,22.54,63.14,-66.08,-0.0527,-0.079,8.5617,-1.0916,-0.6183,-0.6183,-9.2775,-0.1556,-0.407,-3.3206,1.0076,0.3588
26665.053,0.5312,9.3894,3.2447,0.14,-1.19,0.91,1.6319,-8.3605,-5.6662,5.25,-13.44,-81.9,0.0335,-0.1532,8.6191,-1.2977,-0.6412,-0.5878,-9.2057,-0.0934,-0.3926,-3.1985,1.2443,0.4885
26727.63,0.5312,9.4469,3.2447,1.26,-1.33,0.91,2.0291,-3.5509,-4.0869,5.6,-85.4,-92.75,-0.0072,-0.1365,8.4635,-1.4733,-0.6412,-0.4198,-9.2536,-0.1317,-0.5124,-3.1527,1.1374,0.4351
26817.53,0.4977,9.4277,3.2542,1.05,-1.33,0.84,1.2108,-1.0816,-5.738,-10.78,-104.93,-34.72,0.0192,-0.1556,8.4898,-1.3359,-0.626,-0.458,-9.3015,-0.0958,-0.431,-3.1374,1.0763,0.4885
26938.782,0.536,9.4134,3.2399,0.56,-1.26,0.98,-3.7902,4.3502,-12.2895,11.62,-118.58,-58.24,0.0192,-0.1532,8.4827,-1.4427,-0.6107,-0.4885,-9.2081,-0.1484,-0.3831,-3.2443,1.1832,0.3053
26965.484,0.5216,9.4134,3.2495,1.19,-1.4,0.84,-3.8716,4.3119,-10.3035,-20.3,17.5,24.29,0.0575,-0.17,8.5545,-1.313,-0.4885,-0.5954,-9.3158,-0.1556,-0.4717,-3.0916,1.1908,0.458
27085.635,0.5264,9.4086,3.2447,0.28,-1.33,1.12,-4.3214,1.675,-16.2903,45.64,20.58,95.2,0.0287,-0.0862,8.6167,-1.3817,-0.5573,-0.5878,-9.2895,-0.1532,-0.3639,-3.2366,1.1756,0.5344
27115.637,0.5216,9.4421,3.2447,0.42,-1.26,1.05,-4.4602,0.9476,-11.208,38.01,67.62,151.48,0.0263,-0.079,8.5569,-1.3511,-0.5115,-0.6412,-9.2129,-0.146,-0.3687,-3.4122,1.1527,0.3511
27237.382,0.4977,9.4277,3.259,1.05,-1.47,1.05,-4.0295,-5.0632,-8.2648,67.27,10.29,192.85,0.0144,-0.1269,8.6048,-1.229,-0.7481,-0.5115,-9.2368,-0.1437,-0.3519,-3.1756,1.0153,0.4046
27295.018,0.5168,9.4277,3.2447,0.63,-1.33,0.84,-2.3785,-5.4748,-8.0925,114.8,111.86,192.71,0.0048,-0.1341,8.5425,-1.3817,-0.5954,-0.3893,-9.3063,-0.1269,-0.4669,-3.1298,0.9084,0.3969
27355.181,0.5312,9.4181,3.2447,0.28,-1.12,1.05,-1.0337,-10.4231,-2.2301,68.04,33.67,100.66,-0.0287,-0.1891,8.5042,-1.3664,-0.4122,-0.5267,-9.2105,-0.1197,-0.4884,-3.1679,0.9771,0.2824
27444.935,0.4929,9.4277,3.2447,0.07,-1.26,1.19,-1.8329,-10.8538,-4.5607,-8.82,-37.1,-96.81,0.012,-0.1652,8.5377,-1.3664,-0.4885,-0.7176,-9.2943,-0.1293,-0.3855,-3.3206,1.1908,0.229
27534.955,0.4929,9.4469,3.2351,0.56,-1.19,1.05,-3.1011,-10.6816,-8.8199,-76.65,-22.54,-231.35,0.0168,-0.1844,8.5688,-1.458,-0.5344,-0.6412,-9.3422,-0.146,-0.4405,-3.458,1.0534,0.4656
27595.479,0.5408,9.4181,3.2495,0.63,-1.26,1.12,-8.9683,-1.4836,-8.9396,-78.05,-146.23,-463.96,0.0431,-0.1317,8.5449,-1.229,-0.374,-0.626,-9.2584,-0.1053,-0.5243,-3.2366,1.2366,0.542
27685.053,0.4977,9.4229,3.2399,0.63,-1.47,0.84,-9.4277,9.1262,-10.1504,-153.58,-177.45,-314.93,0.0431,-0.1556,8.6191,-1.3893,-0.5573,-0.5191,-9.335,-0.146,-0.4262,-3.2061,1.0305,0.3588
27747.046,0.536,9.399,3.216,0.77,-1.33,1.05,-6.3123,10.1408,-19.9418,-64.61,57.4,87.29,0.0144,-0.0718,8.5066,-1.2061,-0.5038,-0.5191,-9.2488,-0.1341,-0.431,-3.3893,1.0763,0.4122
27834.924,0.5551,9.332,3.2207,-0.14,-1.12,0.63,-4.1492,-0.134,-7.2694,-1.12,113.82,121.17,0.0096,-0.1365,8.6143,-1.2137,-0.6489,-0.4962,-9.2943,-0.0742,-0.3879,-3.1603,1.0687,0.458
27925.094,0.4977,9.4325,3.2399,1.4,-1.4,0.77,-0.1292,-4.1252,-6.5946,6.65,76.02,93.17,0.0072,-0.1365,8.4851,-1.3969,-0.4885,-0.5649,-9.2392,-0.146,-0.4932,-3.2214,1.0687,0.3435
27985.584,0.4834,9.4181,3.2542,1.47,-1.54,0.63,1.4788,0.4403,-3.5462,-3.57,29.26,69.3,0.012,-0.103,8.5473,-1.3206,-0.6565,-0.458,-9.3111,-0.1508,-0.395,-3.3053,1.0382,0.4504
28076.365,0.5312,9.3894,3.216,0.7,-1.33,0.98,-1.3831,4.1348,-7.1019,-50.61,-121.45,139.3,0.0048,-0.1724,8.5784,-1.3969,-0.4733,-0.4198,-9.244,-0.091,-0.4262,-3.3053,0.9313,0.5191
28164.927,0.5025,9.4086,3.2447,0.84,-1.4,0.84,-0.0431,0.1819,-21.009,39.55,-40.18,187.53,0.0287,-0.1101,8.5832,-1.2443,-0.4962,-0.6565,-9.2703,-0.1293,-0.4214,-3.1374,1.1298,0.2824
28225.218,0.5073,9.4038,3.2686,0.28,-1.26,0.98,2.7948,-11.8349,-6.7956,9.73,10.85,126.56,0.0503,-0.1628,8.5497,-1.5878,-0.5573,-0.5496,-9.2608,-0.1293,-0.4836,-3.3282,1.2366,0.4885
28315.077,0.5264,9.4325,3.2351,0.56,-1.33,1.12,1.9478,-9.1262,-1.6271,36.33,-60.41,-116.9,-0.0215,-0.1293,8.5329,-1.3511,-0.6641,-0.5344,-9.232,-0.1269,-0.4357,-3.2366,1.1679,0.4427
28406.84,0.4977,9.4229,3.2255,0.91,-1.26,0.98,-0.7561,-11.3611,-9.6861,-68.39,-84.42,-130.27,-0.0622,-0.1437,8.5712,-1.3282,-0.6336,-0.458,-9.2727,-0.0934,-0.431,-3.2061,1.2366,0.3053
28466.512,0.5168,9.4229,3.2542,0.98,-1.4,0.91,-9.8393,3.0724,-20.6166,-67.83,26.18,-430.43,-0.0718,-0.1341,8.5066,-1.3435,-0.5649,-0.5725,-9.3111,-0.1101,-0.486,-3.229,1.0534,0.3511
28554.94,0.5168,9.4038,3.2303,0.0,-1.26,1.05,-9.6526,15.6443,-12.859,-100.87,210.21,-124.32,-0.0215,-0.1437,8.5497,-1.3588,-0.6718,-0.5725,-9.177,-0.1101,-0.4932,-3.1069,1.1603,0.3969
28615.562,0.5168,9.4181,3.2447,0.14,-1.33,1.05,-2.2062,-8.2217,-5.7045,-84.91,224.42,148.4,0.0479,-0.0934,8.5449,-1.2519,-0.5344,-0.6336,-9.2751,-0.1532,-0.4118,-3.3817,1.1756,0.4198
28705.237,0.5073,9.4325,3.2255,0.56,-1.26,0.98,-8.2744,-5.47,27.527,125.37,-301.84,-228.27,0.0646,-0.1053,8.509,-1.3664,-0.6565,-0.5573,-9.2895,-0.1125,-0.3735,-3.2366,1.145,0.4122
28795.243,0.4834,9.4516,3.2638,0.98,-1.47,1.05,-29.6375,5.6614,-40.8455,-65.52,-644.35,-479.29,-0.0287,-0.1389,8.5832,-1.4733,-0.626,-0.6794,-9.2536,-0.146,-0.4214,-3.1145,1.2443,0.3969
28857.319,0.4977,9.4229,3.2447,1.26,-1.26,0.91,-23.0525,21.9422,1.0193,-122.43,436.38,742.35,0.0335,-0.158,8.4587,-1.4198,-0.6183,-0.4046,-9.2608,-0.1245,-0.4453,-3.1908,1.2595,0.5038
28944.886,0.4834,9.4134,3.2255,0.49,-1.33,0.91,-3.8812,-18.4008,-4.13,67.13,258.86,195.58,0.0192,-0.091,8.4563,-1.3893,-0.6031,-0.5649,-9.2632,-0.1963,-0.4334,-3.1298,1.1221,0.3359
29035.603,0.5503,9.4325,3.2351,0.07,-1.26,1.33,-6.408,-24.2632,9.0449,57.4,-284.06,-239.26,0.0192,-0.146,8.6479,-1.374,-0.5496,-0.5115,-9.2536,-0.0958,-0.3232,-3.374,1.0611,0.4046
29095.489,0.5168,9.4325,3.2303,0.42,-1.19,1.19,-34.4088,41.2331,-45.1095,0.07,-316.68,-460.6,-0.0575,-0.1676,8.5856,-1.313,-0.6336,-0.5267,-9.244,-0.091,-0.4286,-3.1985,1.1221,0.4733
29186.927,0.4881,9.4181,3.2542,0.91,-1.47,0.98,-28.8909,-25.5362,0.2871,173.25,521.15,972.37,0.0215,-0.1532,8.5688,-1.3435,-0.7557,-0.4809,-9.232,-0.0599,-0.4549,-3.1985,1.0992,0.5191
29247.746,0.536,9.4134,3.2351,0.56,-1.4,1.12,-1.273,-11.9545,16.0702,99.61,-174.72,-198.38,0.0599,-0.1604,8.6024,-1.3282,-0.5802,-0.4962,-9.3063,-0.0814,-0.4142,-3.2595,1.3511,0.5115
29337.131,0.5073,9.4134,3.2351,0.77,-1.33,0.77,-29.7954,20.6692,-48.938,-141.12,-652.05,-483.07,0.0239,-0.1628,8.5329,-1.4198,-0.542,-0.5954,-9.3446,-0.103,-0.3208,-3.3969,1.2519,0.4733
29425.192,0.5073,9.4612,3.283,0.07,-1.33,1.19,-18.7214,-25.5601,4.9531,177.87,800.38,472.01,0.0479,-0.1867,8.5234,-1.2977,-0.458,-0.5954,-9.2584,-0.0527,-0.4645,-3.1527,1.0382,0.3206
29486.786,0.5312,9.4421,3.2351,0.42,-1.19,1.12,1.6798,-1.5266,-9.4804,-25.76,-75.6,-325.01,0.0168,-0.1532,8.5401,-1.3893,-0.5573,-0.5649,-9.2751,-0.0742,-0.4166,-2.9542,1.145,0.4198
29576.37,0.4977,9.4469,3.2303,1.96,-1.47,0.84,-8.9444,-6.0203,-4.9866,-0.84,-212.87,-453.88,0.0239,-0.1652,8.5138,-1.3893,-0.6794,-0.2672,-9.2416,-0.103,-0.4214,-3.3893,1.0229,0.542
29664.78,0.5264,9.399,3.2303,1.4,-1.54,0.77,-11.9115,21.9518,-12.9356,36.61,74.69,-125.79,0.0072,-0.1556,8.5138,-1.2137,-0.4809,-0.5725,-9.3326,-0.1413,-0.4405,-3.2061,1.1374,0.3206
29724.832,0.5456,9.4086,3.2351,-0.14,-1.19,1.12,-16.6205,9.935,-23.0716,-111.93,-399.35,734.37,0.0694,-0.1006,8.509,-1.2137,-0.5496,-0.5878,-9.2392,-0.1437,-0.5363,-3.3435,1.2214,0.5496
