timestamp,right_leg_Accel_X,right_leg_Accel_Y,right_leg_Accel_Z,right_leg_Gyro_X,right_leg_Gyro_Y,right_leg_Gyro_Z,left_leg_Accel_X,left_leg_Accel_Y,left_leg_Accel_Z,left_leg_Gyro_X,left_leg_Gyro_Y,left_leg_Gyro_Z
1347.835,4.9153,-0.3136,7.5776,-1.374,-0.7557,-0.313,10.3358,-0.3496,0.2011,-3.3206,1.2519,0.458
1437.204,4.9392,-0.2131,7.5848,-1.3435,-0.5038,-0.4733,10.2879,-0.328,0.1149,-3.0458,0.9008,0.458
1526.107,4.8985,-0.3232,7.446,-1.4809,-0.7099,-0.4198,10.2855,-0.316,0.0311,-3.4427,1.0992,0.458
1617.354,4.9728,-0.2251,7.5346,-1.374,-0.7099,-0.5802,10.3358,-0.3543,0.0838,-3.3893,1.1145,0.4046
1708.466,4.9799,-0.2179,7.5465,-1.4046,-0.5573,-0.6107,10.2376,-0.3184,0.1317,-3.3053,1.3588,0.4504
1798.543,4.9321,-0.2897,7.4915,-1.4122,-0.4122,-0.5038,10.3382,-0.3065,0.1556,-3.1145,1.2137,0.3511
1916.844,4.9632,-0.1748,7.5776,-1.4427,-0.4885,-0.6183,10.3262,-0.3017,0.103,-3.2137,1.1145,0.3893
2006.13,4.865,-0.2873,7.5824,-1.4733,-0.6412,-0.6718,10.3334,-0.316,0.2514,-3.2595,1.0458,0.4198
2098.141,4.9273,-0.1317,7.5944,-1.3511,-0.5573,-0.4962,10.3334,-0.3184,0.2155,-3.3969,0.9924,0.4427
2189.711,4.9201,-0.2346,7.525,-1.3206,-0.5267,-0.5878,10.2927,-0.3352,0.1891,-3.2366,1.0534,0.4427
2278.139,4.9057,-0.2322,7.5058,-1.4351,-0.7023,-0.5115,10.3142,-0.3352,0.103,-3.313,1.2748,0.3511
2370.057,4.9464,-0.316,7.5202,-1.2519,-0.7634,-0.4656,10.3453,-0.3496,0.079,-3.458,1.4427,0.374
2458.347,4.9632,-0.2442,7.4819,-1.4733,-0.5115,-0.5649,10.2951,-0.34,0.2298,-3.2061,1.2214,0.6031
2547.742,4.8674,-0.2682,7.5034,-1.229,-0.5267,-0.6107,10.307,-0.3759,0.1221,-3.2672,0.9847,0.4351
2637.11,4.8794,-0.2753,7.5944,-1.3282,-0.6489,-0.6107,10.2807,-0.3304,0.2801,-3.0687,0.9466,0.4046
2726.764,4.889,-0.2083,7.5226,-1.3817,-0.5802,-0.4962,10.2831,-0.3184,0.1724,-3.229,1.1832,0.3435
2817.021,4.8818,-0.1867,7.5369,-1.4275,-0.4198,-0.5191,10.2783,-0.3759,0.0694,-3.3511,1.1069,0.4733
2937.076,4.9225,-0.2035,7.5274,-1.4046,-0.6107,-0.5344,10.3046,-0.4166,0.146,-3.2214,1.3588,0.5496
3026.926,4.9249,-0.2969,7.4053,-1.3359,-0.542,-0.6794,10.2783,-0.3376,0.2083,-3.4962,1.0305,0.4809
3116.172,4.8554,-0.1987,7.5178,-1.4962,-0.626,-0.5115,10.3406,-0.3519,0.2131,-3.1298,1.2672,0.458
3207.745,4.865,-0.237,7.4939,-1.4046,-0.4427,-0.6412,10.3717,-0.2682,0.1413,-3.0458,1.1145,0.3969
3303.062,4.944,-0.1604,7.4436,-1.5573,-0.7481,-0.6641,10.2951,-0.3735,0.2035,-3.1908,1.2901,0.458
3387.628,4.9297,-0.2322,7.5058,-1.3969,-0.7023,-0.4733,10.3142,-0.3256,0.1844,-3.3206,0.9695,0.2901
3477.905,4.9321,-0.2442,7.5417,-1.3817,-0.6412,-0.5267,10.3166,-0.2682,0.1437,-3.229,1.0229,0.3282
3598.282,4.9081,-0.2658,7.5585,-1.229,-0.458,-0.7634,10.3717,-0.2753,0.1939,-3.2595,1.0,0.3206
3657.798,4.8914,-0.2682,7.5513,-1.3282,-0.3969,-0.5954,10.2975,-0.3256,0.2083,-3.2977,1.0382,0.4046
3749.051,4.9177,-0.2035,7.5298,-1.458,-0.6336,-0.542,10.3573,-0.3232,0.1676,-3.229,1.1985,0.3664
3837.393,4.9057,-0.3711,7.4891,-1.3282,-0.7099,-0.5954,10.2711,-0.3831,0.1508,-3.3282,1.229,0.4275
3927.816,4.9799,-0.17,7.4364,-1.3664,-0.5267,-0.5191,10.2831,-0.328,0.0742,-3.3511,1.2366,0.4885
4017.559,4.9105,-0.2466,7.5058,-1.3359,-0.5649,-0.7099,10.3166,-0.2945,0.1844,-3.3893,1.1145,0.4885
4137.725,4.944,-0.2346,7.5346,-1.5496,-0.6412,-0.5344,10.2735,-0.3256,0.091,-3.3969,1.3282,0.4504
4226.654,4.944,-0.2849,7.5489,-1.458,-0.5496,-0.5649,10.3286,-0.3519,0.1413,-3.4122,0.9695,0.3893
4317.37,4.853,-0.2083,7.4962,-1.5115,-0.6031,-0.4198,10.2735,-0.2682,0.0958,-3.3893,1.3511,0.3206
4407.015,4.8363,-0.2035,7.5202,-1.4046,-0.4809,-0.5496,10.3142,-0.2825,0.1652,-3.3053,1.0534,0.4656
4498.263,4.8626,-0.2562,7.501,-1.4351,-0.7252,-0.5267,10.3238,-0.3112,0.0694,-3.3435,1.2061,0.4809
4587.828,4.9177,-0.261,7.5202,-1.5573,-0.4427,-0.7252,10.2975,-0.3304,0.182,-3.2595,0.9618,0.3588
4678.682,4.9416,-0.2801,7.4939,-1.542,-0.458,-0.626,10.2711,-0.3735,0.2298,-3.3664,1.1069,0.2977
4767.526,4.9033,-0.2394,7.5154,-1.4351,-0.542,-0.2595,10.2927,-0.3208,0.1604,-3.1603,1.0611,0.4504
4946.462,4.9368,-0.2035,7.4819,-1.4427,-0.5878,-0.4733,10.3406,-0.3065,0.1293,-3.1985,1.2443,0.4351
5037.265,4.889,-0.2873,7.6016,-1.4122,-0.6031,-0.4504,10.2927,-0.3448,0.067,-3.3359,1.0382,0.4962
5131.056,4.8626,-0.1652,7.4795,-1.4885,-0.4733,-0.3969,10.2831,-0.3903,0.2155,-3.5267,1.0153,0.4733
5220.146,4.9416,-0.2658,7.5968,-1.4885,-0.5878,-0.6794,10.2927,-0.3567,0.1484,-3.4122,1.313,0.5573
5307.63,4.8794,-0.2203,7.5896,-1.3282,-0.4733,-0.5267,10.3214,-0.2873,0.1915,-3.2366,1.3282,0.3664
5428.82,4.865,-0.2107,7.4555,-1.3359,-0.5115,-0.5191,10.3717,-0.3376,0.1365,-3.2824,1.1069,0.542
5518.145,4.9344,-0.2753,7.5681,-1.3206,-0.6336,-0.6183,10.3214,-0.3543,0.2203,-3.2137,1.0382,0.5115
5608.211,4.8746,-0.1987,7.5513,-1.3664,-0.6107,-0.3817,10.3214,-0.3328,0.1915,-3.2443,1.1298,0.3817
5701.319,4.8985,-0.2825,7.6112,-1.5038,-0.6183,-0.5496,10.3094,-0.3328,0.1293,-3.2366,1.1069,0.3664
5788.691,4.9344,-0.17,7.5968,-1.2443,-0.4809,-0.5038,10.2663,-0.34,0.1125,-3.1679,1.3511,0.4427
5879.242,4.944,-0.3041,7.525,-1.3588,-0.5115,-0.458,10.2759,-0.3519,0.1604,-3.2595,1.0687,0.4122
5967.109,4.8722,-0.2251,7.5393,-1.4046,-0.4198,-0.6641,10.2376,-0.2921,0.17,-3.2748,1.1298,0.3588
6055.871,4.8842,-0.3208,7.5465,-1.5344,-0.626,-0.4198,10.2879,-0.34,0.1149,-3.1985,1.0763,0.374
6147.409,4.956,-0.1867,7.5729,-1.3893,-0.7939,-0.4351,10.2687,-0.3041,0.1604,-3.2061,0.9237,0.3817
6237.693,4.9488,-0.2634,7.5082,-1.5878,-0.626,-0.5267,10.2735,-0.3472,0.1772,-3.2748,1.2061,0.2748
6328.117,4.9392,-0.1915,7.4723,-1.3282,-0.6412,-0.4809,10.2831,-0.328,0.1915,-3.2366,1.145,0.4504
6419.243,4.8578,-0.2107,7.4939,-1.3206,-0.7023,-0.6718,10.2903,-0.34,0.2634,-3.3511,1.374,0.3817
6509.138,4.8626,-0.2466,7.6878,-1.4427,-0.5496,-0.5954,10.3166,-0.3519,0.1963,-3.1374,1.0992,0.4198
6596.744,4.9081,-0.2945,7.5178,-1.4275,-0.5344,-0.4656,10.2496,-0.2586,0.158,-3.2366,1.3206,0.4504
6718.075,4.9033,-0.2346,7.5705,-1.4198,-0.6183,-0.5649,10.343,-0.3376,0.2777,-3.2214,1.0229,0.3206
6807.554,4.9033,-0.1915,7.5226,-1.2443,-0.4656,-0.5496,10.343,-0.3184,0.1173,-3.3282,1.2443,0.3359
6897.793,4.956,-0.3567,7.5082,-1.3435,-0.5649,-0.6336,10.2639,-0.3041,0.091,-3.3206,1.1603,0.4275
6987.487,4.9057,-0.2059,7.5681,-1.4046,-0.6336,-0.626,10.2735,-0.3304,0.158,-3.3282,1.145,0.4351
7077.647,4.9321,-0.2897,7.5178,-1.374,-0.8015,-0.6412,10.3501,-0.2658,0.1293,-3.3053,1.0229,0.1679
7167.053,4.9129,-0.1844,7.5465,-1.4656,-0.4733,-0.3282,10.3837,-0.3543,0.067,-3.1832,1.084,0.4962
7259.864,4.9775,-0.2705,7.58,-1.5725,-0.6565,-0.5496,10.3501,-0.3448,0.1748,-3.2977,1.0687,0.313
7348.414,4.944,-0.1963,7.6327,-1.4733,-0.6183,-0.6336,10.3214,-0.2873,0.2442,-3.4351,1.3435,0.5115
7437.779,4.8746,-0.1987,7.5465,-1.2137,-0.5802,-0.4351,10.2855,-0.3256,0.1197,-3.3511,1.1221,0.6641
7527.826,4.9153,-0.1963,7.5369,-1.4733,-0.6794,-0.5267,10.3406,-0.3112,0.1101,-3.2672,1.2366,0.4427
7617.733,4.9153,-0.237,7.4579,-1.4122,-0.5191,-0.4733,10.343,-0.3543,0.079,-3.3206,1.2443,0.3282
7707.692,4.8985,-0.2705,7.5106,-1.4275,-0.542,-0.542,10.331,-0.3112,0.2155,-3.1985,0.9847,0.2977
7799.088,4.9991,-0.1772,7.5441,-1.3664,-0.3206,-0.5802,10.3765,-0.3567,0.1269,-3.4275,1.2519,0.4198
7890.525,4.9033,-0.2825,7.5058,-1.3817,-0.7557,-0.5267,10.3453,-0.3112,0.1125,-3.2595,1.1374,0.5344
8008.915,4.853,-0.2658,7.5776,-1.4427,-0.3817,-0.5344,10.319,-0.3926,0.0144,-3.3511,1.229,0.4046
8097.75,4.8985,-0.3112,7.5274,-1.2519,-0.542,-0.542,10.3022,-0.2705,0.1101,-3.3511,1.1069,0.4809
8189.69,4.9249,-0.2346,7.5537,-1.5115,-0.5725,-0.5573,10.2424,-0.3496,0.1365,-3.4656,1.2901,0.542
8277.266,4.8794,-0.2777,7.4819,-1.3359,-0.5267,-0.4733,10.319,-0.2777,0.1484,-3.458,1.3282,0.542
